"5";"1";"2400";"13";"13";"7";"19";"4";"0";"11";"40";"NTM Prop Drive 13-12 2400KV / 40W (UK Warehouse)";"NTM Prop Drive motors are rock-solid performance outrunners with tight windings, quality bearings, correctly rated magnets, balanced stator and flux rings plus they are QC checked at 14 points, from material processing all the way through to final dyno test. Because we design and build these motors completely in-house (from 3D/2D drawing to materials sourcing, machining, balancing, final assembly and dyno) we can completely control production and ensure product consistency from design right through to shipping the product to you. The removal of middle-men has meant we can drive better value to the market and retail these motors at factory(our) prices! All performance figures are real and tested on our own motor dynos. Our QC engineers check and balance each motor before shipping to the HobbyKing.com warehouse.   Specs: Model: NTM Prop Drive Series 13-12 2400kv Kv: 2400rpm/v Max current (Burst): 3.9A Max current (suststained): 3.0A Max Power: 40W @ 11.1v (3S) Shaft: 1.5mm Weight: 5g ESC: 5~8A Cell count: 2s~3s Lipoly Mount type: Tri-hole firewall mount (15mm width between mount holes) Connection: Loose wire (for direct soldering) Prop Test Data: 3.75x3 - 7.4V / 10W / 1.4A / 56g thrust 3.75x3 - 11.1V / 25W / 2.3A / 97g thrust 4.5x4.5 - 7.4V / 16W / 2.2A / 80g thrust 4.5x4.5 - 11.1V / 36W / 3.3A / 112g thrust 5x5 - 7.4V / 19W / 2.6A / 68g thrust  5x5 - 11.1V / 39W / 3.5A / 92g thrust PRODUCT ID: NTM1312-2400";"56,61";"http://www.hobbyking.com/hobbyking/store/uh_viewitem.asp?idproduct=29476";"56g";
"5";"1";"2400";"13";"13";"7";"19";"4";"0";"11";"40";"NTM Prop Drive 13-12 2400KV / 40W (AU Warehouse)";"NTM Prop Drive motors are rock-solid performance outrunners with tight windings, quality bearings, correctly rated magnets, balanced stator and flux rings plus they are QC checked at 14 points, from material processing all the way through to final dyno test. Because we design and build these motors completely in-house (from 3D/2D drawing to materials sourcing, machining, balancing, final assembly and dyno) we can completely control production and ensure product consistency from design right through to shipping the product to you. The removal of middle-men has meant we can drive better value to the market and retail these motors at factory(our) prices! All performance figures are real and tested on our own motor dynos. Our QC engineers check and balance each motor before shipping to the HobbyKing.com warehouse.   Specs: Model: NTM Prop Drive Series 13-12 2400kv Kv: 2400rpm/v Max current (Burst): 3.9A Max current (suststained): 3.0A Max Power: 40W @ 11.1v (3S) Shaft: 1.5mm Weight: 5g ESC: 5~8A Cell count: 2s~3s Lipoly Mount type: Tri-hole firewall mount (15mm width between mount holes) Connection: Loose wire (for direct soldering) Prop Test Data: 3.75x3 - 7.4V / 10W / 1.4A / 56g thrust 3.75x3 - 11.1V / 25W / 2.3A / 97g thrust 4.5x4.5 - 7.4V / 16W / 2.2A / 80g thrust 4.5x4.5 - 11.1V / 36W / 3.3A / 112g thrust 5x5 - 7.4V / 19W / 2.6A / 68g thrust  5x5 - 11.1V / 39W / 3.5A / 92g thrust PRODUCT ID: NTM1312-2400";"58,01";"http://www.hobbyking.com/hobbyking/store/uh_viewitem.asp?idproduct=29826";"56g";
"5";"1";"2400";"13";"13";"7";"19";"4";"0";"11";"40";"NTM Prop Drive 13-12 2400KV / 40W (EU Warehouse)";"NTM Prop Drive motors are rock-solid performance outrunners with tight windings, quality bearings, correctly rated magnets, balanced stator and flux rings plus they are QC checked at 14 points, from material processing all the way through to final dyno test. Because we design and build these motors completely in-house (from 3D/2D drawing to materials sourcing, machining, balancing, final assembly and dyno) we can completely control production and ensure product consistency from design right through to shipping the product to you. The removal of middle-men has meant we can drive better value to the market and retail these motors at factory(our) prices! All performance figures are real and tested on our own motor dynos. Our QC engineers check and balance each motor before shipping to the HobbyKing.com warehouse.   Specs: Model: NTM Prop Drive Series 13-12 2400kv Kv: 2400rpm/v Max current (Burst): 3.9A Max current (suststained): 3.0A Max Power: 40W @ 11.1v (3S) Shaft: 1.5mm Weight: 5g ESC: 5~8A Cell count: 2s~3s Lipoly Mount type: Tri-hole firewall mount (15mm width between mount holes) Connection: Loose wire (for direct soldering) Prop Test Data: 3.75x3 - 7.4V / 10W / 1.4A / 56g thrust 3.75x3 - 11.1V / 25W / 2.3A / 97g thrust 4.5x4.5 - 7.4V / 16W / 2.2A / 80g thrust 4.5x4.5 - 11.1V / 36W / 3.3A / 112g thrust 5x5 - 7.4V / 19W / 2.6A / 68g thrust  5x5 - 11.1V / 39W / 3.5A / 92g thrust PRODUCT ID: NTM1312-2400";"60,33";"http://www.hobbyking.com/hobbyking/store/uh_viewitem.asp?idproduct=30416";"56g";
"5";"1";"2400";"13";"13";"7";"19";"4";"0";"11";"40";"NTM Prop Drive 13-12 2400KV / 40W (US Warehouse)";"NTM Prop Drive motors are rock-solid performance outrunners with tight windings, quality bearings, correctly rated magnets, balanced stator and flux rings plus they are QC checked at 14 points, from material processing all the way through to final dyno test. Because we design and build these motors completely in-house (from 3D/2D drawing to materials sourcing, machining, balancing, final assembly and dyno) we can completely control production and ensure product consistency from design right through to shipping the product to you. The removal of middle-men has meant we can drive better value to the market and retail these motors at factory(our) prices! All performance figures are real and tested on our own motor dynos. Our QC engineers check and balance each motor before shipping to the HobbyKing.com warehouse.   Specs: Model: NTM Prop Drive Series 13-12 2400kv Kv: 2400rpm/v Max current (Burst): 3.9A Max current (suststained): 3.0A Max Power: 40W @ 11.1v (3S) Shaft: 1.5mm Weight: 5g ESC: 5~8A Cell count: 2s~3s Lipoly Mount type: Tri-hole firewall mount (15mm width between mount holes) Connection: Loose wire (for direct soldering) Prop Test Data: 3.75x3 - 7.4V / 10W / 1.4A / 56g thrust 3.75x3 - 11.1V / 25W / 2.3A / 97g thrust 4.5x4.5 - 7.4V / 16W / 2.2A / 80g thrust 4.5x4.5 - 11.1V / 36W / 3.3A / 112g thrust 5x5 - 7.4V / 19W / 2.6A / 68g thrust  5x5 - 11.1V / 39W / 3.5A / 92g thrust PRODUCT ID: NTM1312-2400";"56,88";"http://www.hobbyking.com/hobbyking/store/uh_viewitem.asp?idproduct=36894";"56g";
"5";"1";"2400";"13";"13";"7";"19";"4";"0";"11";"40";"NTM Prop Drive 13-12 2400KV / 40W (AR Warehouse)";"NTM Prop Drive motors are rock-solid performance outrunners with tight windings, quality bearings, correctly rated magnets, balanced stator and flux rings plus they are QC checked at 14 points, from material processing all the way through to final dyno test. Because we design and build these motors completely in-house (from 3D/2D drawing to materials sourcing, machining, balancing, final assembly and dyno) we can completely control production and ensure product consistency from design right through to shipping the product to you. The removal of middle-men has meant we can drive better value to the market and retail these motors at factory(our) prices! All performance figures are real and tested on our own motor dynos. Our QC engineers check and balance each motor before shipping to the HobbyKing.com warehouse.   Specs: Model: NTM Prop Drive Series 13-12 2400kv Kv: 2400rpm/v Max current (Burst): 3.9A Max current (suststained): 3.0A Max Power: 40W @ 11.1v (3S) Shaft: 1.5mm Weight: 5g ESC: 5~8A Cell count: 2s~3s Lipoly Mount type: Tri-hole firewall mount (15mm width between mount holes) Connection: Loose wire (for direct soldering) Prop Test Data: 3.75x3 - 7.4V / 10W / 1.4A / 56g thrust 3.75x3 - 11.1V / 25W / 2.3A / 97g thrust 4.5x4.5 - 7.4V / 16W / 2.2A / 80g thrust 4.5x4.5 - 11.1V / 36W / 3.3A / 112g thrust 5x5 - 7.4V / 19W / 2.6A / 68g thrust  5x5 - 11.1V / 39W / 3.5A / 92g thrust PRODUCT ID: NTM1312-2400";"56,88";"http://www.hobbyking.com/hobbyking/store/uh_viewitem.asp?idproduct=71757";"56g";
"20";"";"1300";"30";"27";"7";"42";"7";"0";"11";"0";"hexTronik 24gram Brushless Outrunner 1300kv (UK Warehouse)";"HexTronik 24gram Brushless Outrunner 1300kv Specs: Kv: 1300rpm/v Max Load:  7.5A No Load Current: 0.7A Suggested Lipo: 3 cell 11.1v Thrust: 400g+ Suggested Prop: 8x3.8 Weight: 20g *Motor comes with prop saver and mount. *Please note. This motor may come in Silver OR Blue. PRODUCT ID: HXM2730-1300";"42,87";"http://www.hobbyking.com/hobbyking/store/uh_viewitem.asp?idproduct=28143";"";
"20";"";"1300";"30";"27";"7";"42";"7";"0";"11";"0";"hexTronik 24gram Brushless Outrunner 1300kv (EU warehouse)";"HexTronik 24gram Brushless Outrunner 1300kv Specs: Kv: 1300rpm/v Max Load:  7.5A No Load Current: 0.7A Suggested Lipo: 3 cell 11.1v Thrust: 400g+ Suggested Prop: 8x3.8 Weight: 20g *Motor comes with prop saver and mount. *Please note. This motor may come in Silver OR Blue. PRODUCT ID: HXM2730-1300";"42,87";"http://www.hobbyking.com/hobbyking/store/uh_viewitem.asp?idproduct=32430";"";
"20";"";"1300";"30";"27";"7";"42";"7";"0";"11";"0";"hexTronik 24gram Brushless Outrunner 1300kv (AUS Warehouse)";"Brushless Outrunner Motor. Kv - 1300rpm/v Max Load:  7.5A No Load Current: 0.7A Suggested Lipo: 3 cell 11.1v Thrust: 400g+ Suggested Prop: 8x3.8 Weight: 20g *Motor comes with prop saver and mount.   *Please note. This motor may come in Silver OR Blue.     PRODUCT ID: HXM2730-1300";"43,81";"http://www.hobbyking.com/hobbyking/store/uh_viewitem.asp?idproduct=33027";"400g";
"20";"";"1300";"30";"27";"7";"42";"7";"0";"11";"0";"hexTronik 24gram Brushless Outrunner 1300kv (USA Warehouse)";"HexTronik 24gram Brushless Outrunner 1300kv Specs: Kv: 1300rpm/v Max Load:  7.5A No Load Current: 0.7A Suggested Lipo: 3 cell 11.1v Thrust: 400g+ Suggested Prop: 8x3.8 Weight: 20g *Motor comes with prop saver and mount. *Please note. This motor may come in Silver OR Blue.   PRODUCT ID: HXM2730-1300";"41,13";"http://www.hobbyking.com/hobbyking/store/uh_viewitem.asp?idproduct=48047";"";
"20";"";"1300";"30";"27";"7";"42";"7";"0";"11";"0";"hexTronik 24gram Brushless Outrunner 1300kv (RU Warehouse)";"HexTronik 24gram Brushless Outrunner 1300kv Specs: Kv: 1300rpm/v Max Load:  7.5A No Load Current: 0.7A Suggested Lipo: 3 cell 11.1v Thrust: 400g+ Suggested Prop: 8x3.8 Weight: 20g *Motor comes with prop saver and mount. *Please note. This motor may come in Silver OR Blue.   PRODUCT ID: HXM2730-1300";"45,05";"http://www.hobbyking.com/hobbyking/store/uh_viewitem.asp?idproduct=68003";"";
